ÍNDICES SENTINEL 2	1CALI/2VALI	B1	B2	B3	B4	B5	B6	B7	B8	B8A	I 543	I 54	CLOROFILA IN SITU	LOG10 CLOROFILA	LN CLOROFILA	CLOROFILA (DRODZ)	CLOROFILA (MISHRA)	CLOROFILA (RN)	CLOROFILA (MDN)
EPPA315 23022022	1	0.003044089284	0.006717661268	0.01538615639	0.008537988707	0.03100488304	0.03423946265	0.03330185791	0.02546076208	0.01642669767	0.689126533	0.5681654705	440	2.643452676	6.086774727	1519.985428	125.6970118	953.685	826.7428
EPPA325 22022022	1	0.003565014744	0.006521087345	0.01337919509	0.008436673608	0.02301183591	0.01921965837	0.01835878964	0.01379077774	0.01460223807	0.6235955563	0.4634611473	470	2.672097858	6.152732695	726.2700528	95.69023506	370.540	391.813
X1 16062020_OP2	1	0.004654755901	0.008142403566	0.01631102737	0.009664725121	0.02357503757	0.02600797291	0.0234447833	0.01908239177	0.02134363404	0.6099063159	0.4184841082	490	2.69019608	6.194405391	622.4380966	84.10869196	332.144	791.91675
EPPA320R 19022020	1	0.006141115354	0.01187543218	0.02906616344	0.01255977366	0.03759218685	0.04489157468	0.04257651591	0.0333798979	0.03425843932	0.6829065615	0.499131299	640	2.806179974	6.461468176	1417.084609	105.4342781	840.696	348.42233
EPPA320 22022022	1	0.003828377707	0.007888801971	0.01781964117	0.008737130518	0.03528689231	0.05151762458	0.05071946577	0.03967244868	0.01875637432	0.717444603	0.6030744146	760	2.880813592	6.633318433	2091.424466	136.6485127	1905.909	571.14355
ERDB345 02022022	1	0.004021282602	0.007685299139	0.0176168352	0.009295248808	0.02851633159	0.03241726442	0.03160288622	0.02447119183	0.01909166511	0.6646034815	0.508338519	850	2.929418926	6.745236349	1152.952401	108.0297159	608.979	404.7987
ERDB357 01022022	1	0.005089786607	0.009015973073	0.01821617405	0.01024168082	0.03140515106	0.03230954846	0.03167774182	0.0242223442	0.01957682625	0.6578293835	0.50816519	850	2.929418926	6.745236349	1068.207354	107.9805516	549.817	494.93753
EPPA319 23022022	1	0.005439181773	0.009283557798	0.01849861376	0.01090595114	0.03394173145	0.03679759004	0.0356264867	0.02730681767	0.01983688639	0.6556720198	0.5136448303	880	2.944482672	6.779921907	1042.548696	109.5404859	533.179	671.6599
EBAY347 16032022	1	0.006192499747	0.01232492653	0.02363156391	0.01309412597	0.03499680494	0.03760616359	0.03516368731	0.02709966744	0.0257371895	0.6348669688	0.4554430234	1000	3	6.907755279	824.6431428	93.5679896	413.334	493.65686
EBAY351 09022022	1	0.003909837243	0.007702113062	0.01661021996	0.008673546284	0.03104032766	0.03712101962	0.03575394061	0.02766256898	0.01759721613	0.6920129315	0.5631981762	1000	3	6.907755279	1570.243117	124.1771824	1014.217	781.9225
ERDB359 01022022	1	0.004511498925	0.009616380299	0.02258675767	0.01034674444	0.04238740827	0.07166283984	0.07167459005	0.05737846333	0.0236561652	0.7252623638	0.6075884828	1600	3.204119983	7.377758908	2284.053149	138.0992307	2394.342	763.2706
EBAY357 09022022	1	0.004972124028	0.008901989078	0.01772198802	0.009550276683	0.02933748879	0.03498470184	0.03303188738	0.02619451672	0.01887678896	0.662592536	0.5088287246	2200	3.342422681	7.696212639	1127.1165	108.1688245	590.238	669.76135
EPPA331 23022021	1	0.005273316961	0.00936634149	0.02690230236	0.01101593763	0.04734973254	0.07189558387	0.06822916347	0.05502356527	0.0605272367	0.7416160534	0.6225199643	2300	3.361727836	7.740664402	2746.308491	142.9542889	4084.008	1441.654
ERDB347 02022022	1	0.00492716551	0.01019418705	0.02590590393	0.0117320136	0.04470588533	0.07571291752	0.07543069097	0.06012109297	0.02751450109	0.7150480499	0.5842505188	3100	3.491361694	8.03915739	2035.692882	130.6843135	1783.141	808.66016
EPPA317 23022021	1	0.005505167435	0.01122718217	0.03362539475	0.01488284292	0.06378652635	0.1095559197	0.1085380128	0.08829785342	0.09578850755	0.7349325581	0.6216356364	3800	3.579783597	8.242756346	2547.047004	142.6643306	3252.136	3098.4219
EPPA327 22022022	1	0.003555026424	0.008256082169	0.02001265777	0.008903326956	0.04091344652	0.08927589439	0.09001754383	0.07353372167	0.02076896073	0.744997867	0.6425570612	6200	3.792391689	8.732304571	2852.998888	149.6056251	4606.704	1340.5709
EBAY347 22092021	2	0.0060684376	0.008267740389	0.01094878781	0.01427283996	0.01335357616	0.006373069862	0.005574677785	0.004121889847	0.01252996889	0.2599992478	-0.033274812	0.7	-0.15490196	-0.3566749439	12.06358635	11.38869875	1.432	3.802019
ESGP363 05052022	2	0.004525524047	0.005874675436	0.007771811701	0.01067951977	0.01046335407	0.00519021151	0.00461273461	0.003431864606	0.008901444144	0.2613082543	-0.01022404535	0.7	-0.15490196	-0.3566749439	12.24287366	13.17886934	1.535	6.3251944
ESGP360 05052022	2	0.002817311149	0.004526216269	0.006764965112	0.009546170776	0.009106503183	0.003916920604	0.00349779999	0.002610777983	0.007806347521	0.2488546439	-0.02357129029	1.1	0.04139268516	0.0953101798	10.6396952	12.11712642	0.774	3.979681
ESGP366 05052022	2	0.004842387255	0.007156083853	0.01013114609	0.01357559875	0.01272999718	0.005645986759	0.004922684676	0.003641259361	0.01164589834	0.2548401422	-0.03214531127	1.1	0.04139268516	0.0953101798	11.3821735	11.47160663	1.084	2.9250336
EBAY347 16112021	2	0.004948475477	0.006867743124	0.009199084302	0.01131461492	0.01007597537	0.004002660043	0.003516557923	0.002471338381	0.01053367499	0.2602330643	-0.05790581423	1.45	0.1613680022	0.3715635564	12.09541717	9.704028724	1.450	1.9787351
EPPA311 29092020	2	0.006527061795	0.008040468184	0.009882261872	0.01220769036	0.01136675565	0.005396902829	0.004688800469	0.003412368318	0.002870591872	0.2702395941	-0.03567145179	1.45	0.1613680022	0.3715635564	13.53934952	11.21442226	2.419	5.5248494
EPPA314 24112020	2	0.008499840132	0.01150955604	0.01506005784	0.01810574787	0.01628315456	0.007157818634	0.006379125535	0.004612481749	0.003729262521	0.2676995523	-0.05299946148	1.45	0.1613680022	0.3715635564	13.15726338	10.02079921	2.132	2.7418687
EPPA316 29092020	2	0.005247760181	0.006880687073	0.008838798728	0.0110089043	0.01005165781	0.00456545709	0.003900391496	0.002844922912	0.002356369198	0.2636026998	-0.04545208638	1.45	0.1613680022	0.3715635564	12.56358345	10.52634807	1.730	3.0039425
EPPA318 24112020	2	0.008033088273	0.01103063737	0.01460776011	0.01759417144	0.01579188617	0.006806016343	0.006035387237	0.004368762722	0.003479076096	0.2668150909	-0.05398317161	1.45	0.1613680022	0.3715635564	13.02676483	9.956537753	2.039	2.5855098
EPPA319 29092020	2	0.005587018999	0.007092726052	0.008796977753	0.01064291678	0.009695418663	0.004687205206	0.004019652891	0.002963949879	0.002611543804	0.2694146306	-0.0465868072	1.45	0.1613680022	0.3715635564	13.41405298	10.44892659	2.323	3.8045442
EPPA323 30092020	2	0.006804685374	0.009772856362	0.01342738088	0.01707595771	0.01556486568	0.00704336403	0.006137462109	0.004552503112	0.003984351992	0.2586662328	-0.04629454394	1.45	0.1613680022	0.3715635564	11.88370868	10.46881973	1.334	2.6418743
ERDB353 21092021	2	0.006702597831	0.009459883555	0.01294227537	0.01694059799	0.015986522	0.007587386952	0.006671174191	0.004915952136	0.01486247813	0.2613550776	-0.02897538537	1.45	0.1613680022	0.3715635564	12.24933592	11.7069347	1.539	4.2837963
ERDB354 28102021	2	0.007264409988	0.009735946003	0.01272850562	0.01573114701	0.01462204076	0.00704809055	0.006392038159	0.004825044363	0.01455392302	0.2697061896	-0.03654002537	1.45	0.1613680022	0.3715635564	13.45820231	11.1518133	2.356	3.9606771
ERDB356 17112021	2	0.005311891478	0.007388824757	0.01000177583	0.01312819031	0.01243522474	0.005725264964	0.005106714901	0.003733551251	0.01147053159	0.261739359	-0.02710770729	1.45	0.1613680022	0.3715635564	12.30250101	11.8474152	1.570	3.7129798
ERDB359 17112021	2	0.01233896449	0.01492658164	0.01742540985	0.02076607897	0.01982520107	0.01325817178	0.01213430141	0.01003730708	0.01974290698	0.2841343064	-0.02317931108	1.45	0.1613680022	0.3715635564	15.83454005	12.14732065	4.635	10.636875
EBAY344 16112021	2	0.008886475361	0.0114301025	0.01435473364	0.01743405281	0.01616462429	0.00855024532	0.007679341223	0.005902096892	0.01635286966	0.2728753789	-0.03778209818	2.2	0.3424226808	0.7884573604	13.94757308	11.06279102	2.751	4.4965253
EPPA322 30092020	2	0.00634090658	0.008422337178	0.01088900105	0.01313486428	0.01193317634	0.005507166716	0.004748657517	0.00348590637	0.002988825274	0.2694135185	-0.04793705101	2.2	0.3424226808	0.7884573604	13.41388484	10.3574521	2.322	3.4856224
ERDB356 28102021	2	0.006622375903	0.009187144178	0.01245484423	0.01583415219	0.01480391485	0.006585436931	0.005916014049	0.004312533493	0.01429491036	0.2651156895	-0.0336260556	2.2	0.3424226808	0.7884573604	12.77964692	11.36301776	1.870	3.7146406
EPPA326 30092020	2	0.007933498411	0.0101647983	0.0127624681	0.01519537174	0.01377695496	0.006658851147	0.005794116714	0.004373073273	0.004040767083	0.271812797	-0.04895764167	2.4	0.3802112417	0.8754687374	13.78154286	10.2887807	2.613	3.642146
ESGP362 10022022	2	0.005085899649	0.007372632847	0.01044062214	0.01445101378	0.01412030924	0.006668396357	0.006206955234	0.004579933792	0.01201231767	0.2591492824	-0.01157470185	2.6	0.414973348	0.955511445	11.94857963	13.06827899	1.369	4.775263
ERDB355 28102021	2	0.006891994591	0.009390067173	0.01241147184	0.01539570052	0.01432635146	0.006855583984	0.006232301207	0.004703354315	0.01419940803	0.269194735	-0.03597830533	3	0.4771212547	1.098612289	13.38085112	11.19226999	2.297	3.9150736
EPPA322 23112020	2	0.007590347427	0.01045119742	0.01386175151	0.01653805966	0.01527864295	0.006707829	0.00607255618	0.004405600716	0.003529469511	0.2758923228	-0.03958350807	3.7	0.5682017241	1.30833282	14.42995822	10.93474513	3.178	3.6831694
EPPA325 23112020	2	0.007032118401	0.009839590676	0.01326448791	0.01539945206	0.0139848005	0.005818709689	0.005211110473	0.003747050426	0.002951999385	0.2778472756	-0.04814318679	4	0.6020599913	1.386294361	14.75141184	10.34354943	3.483	3.2318072
EPPA311 09012020	2	0.005758300486	0.007993253169	0.01081720692	0.01238275345	0.01107647932	0.004481120212	0.003977150405	0.002887238809	0.002380763784	0.2774772663	-0.05568273055	5.1	0.7075701761	1.62924054	14.69002646	9.84639924	3.424	2.7779298
EPPA324 20012021	2	0.008518973431	0.01178381229	0.01571950754	0.01745016315	0.01555462187	0.00614042207	0.005487031871	0.003925326848	0.003068800444	0.2837181523	-0.05743231716	5.6	0.748188027	1.722766598	15.76044904	9.734191395	4.550	3.455616
EPPA322 08012020	2	0.005423783025	0.007333006889	0.009762044806	0.01060984304	0.009452971672	0.003917131942	0.003458279695	0.002510319275	0.002186922422	0.2885235194	-0.05766246603	5.9	0.7708520116	1.774952351	16.63751464	9.719519588	5.611	3.8778362
EPPA311 19012021	2	0.008713466336	0.01175027057	0.01528662684	0.01680150948	0.01577684913	0.006793669699	0.00618821183	0.004519036556	0.003777769076	0.2979624114	-0.03145217843	6.3	0.7993405495	1.840549633	18.50491508	11.52272963	8.282	9.664179
ESGP361 27102021	2	0.004786330477	0.007157488479	0.0105418751	0.01264090467	0.01238934062	0.004904302294	0.004505774992	0.003223362489	0.01213674307	0.2892802268	-0.01005040291	7.4	0.8692317197	2.00148	16.78000763	13.19313844	5.796	10.709224
EPPA319 19012021	2	0.009004394598	0.01243288647	0.01656241162	0.01809863988	0.01652911679	0.006692383682	0.006038047393	0.004311978899	0.003370775777	0.2928860959	-0.04532557799	7.7	0.8864907252	2.041220329	17.47596137	10.53501069	6.742	6.15209
EPPA318 08012020	2	0.00540734156	0.007211321532	0.009737823138	0.01055474881	0.009650773273	0.00383229386	0.003381242754	0.002421908115	0.001955197598	0.2950187274	-0.04473903388	8.2	0.9138138524	2.104134154	17.9010802	10.57525535	7.358	5.696086
EPPA318 16062020	2	0.008506399425	0.01157562399	0.01562730813	0.01734089431	0.01568529027	0.006542826559	0.005482611473	0.003968247833	0.003180942347	0.2871675457	-0.05013004254	9.4	0.9731278536	2.240709689	16.38519593	10.21039422	5.293	5.5875673
ESGP360 27102021	2	0.00425917915	0.006446746967	0.009377637591	0.01172979141	0.01180144795	0.005000569623	0.004508243879	0.003268037542	0.01079758494	0.2871351139	0.003045166482	10	1	2.302585093	16.37920814	14.30303649	5.286	13.229697
EPPA323 20012021	2	0.008107367615	0.01131363426	0.01532735199	0.01611661126	0.01535579967	0.006102412847	0.005499098381	0.003925600913	0.003064695119	0.3112524398	-0.0241739217	12	1.079181246	2.48490665	21.49488493	12.07082208	13.640	13.198405
EPPA317 16062020	2	0.01043870005	0.01417022588	0.01929232191	0.0210706142	0.0195013107	0.008242988892	0.006917312205	0.005011404515	0.004030340218	0.296053477	-0.03867954251	13	1.113943352	2.564949357	18.11105791	10.99884219	7.673	9.660433
EPPA325 18022020	2	0.0085202102	0.01251726308	0.01849988252	0.01934193788	0.01886327269	0.00813649413	0.00735402715	0.005492527562	0.004858919507	0.3178059739	-0.01252879326	16	1.204119983	2.772588722	23.14255952	12.99058629	17.096	15.476993
EPPA319 16062020	2	0.006066797384	0.00836860595	0.0113702049	0.01222344836	0.01156626557	0.004944544356	0.004165684071	0.003018252563	0.002405419193	0.3046941649	-0.02762466151	19	1.278753601	2.944438979	19.96345274	11.80839594	10.738	11.606007
EBAY350 09022022	2	0.005617505494	0.008576742089	0.01271009499	0.01368823492	0.01425686675	0.006123644856	0.005511823352	0.004008128303	0.01449519602	0.326618192	0.02034817563	22	1.342422681	3.091042453	25.55893659	15.87174307	22.699	25.506622
EPPA312 16062020	2	0.007028018299	0.00964910182	0.01314281664	0.01420381748	0.01379401408	0.006117605466	0.005170993359	0.003772041107	0.00304165253	0.3094995776	-0.01463696923	23	1.361727836	3.135494216	21.07442542	12.82016975	12.812	17.588623
ERDB355 11052022	2	0.01061248935	0.01458700121	0.01987730328	0.02147251445	0.02212446443	0.01134179776	0.009976681407	0.00740115601	0.02262369649	0.3234263163	0.01495401735	24	1.380211242	3.17805383	24.65585961	15.37022067	20.537	26.541168
EPPA324 22022022	2	0.002472814927	0.003634538028	0.005404656787	0.005975014984	0.006521610945	0.002773875762	0.002498042587	0.001761114206	0.006157544752	0.3324483972	0.04373948324	25	1.397940009	3.218875825	27.29472437	18.177397	27.048	19.903267
ERDB358 15032022	2	0.007510719223	0.01070228909	0.01475285686	0.01595056872	0.01530597817	0.006545514725	0.005872573466	0.004272774221	0.01682481759	0.3066387556	-0.02062257711	32	1.505149978	3.465735903	20.40579186	12.34573138	11.543	12.745951
EPPA316 16062020	2	0.007598620134	0.01025981139	0.01401770749	0.01433441907	0.01444246615	0.006599428376	0.005575828651	0.004066066765	0.003300708723	0.3300826968	0.003754648152	36	1.556302501	3.583518938	26.57662294	14.365071	25.220	26.43681
EBAY353 09022022	2	0.005574409299	0.008483404849	0.01305621187	0.01281915824	0.01582876358	0.007526542185	0.006920819643	0.005051491485	0.01480093172	0.385233208	0.1050549271	54	1.73239376	3.988984047	49.48048028	25.23048024	89.098	58.14293
EPPA327 24022021	2	0.007627497266	0.01094321623	0.01608131483	0.0145687127	0.01655995077	0.007262648023	0.006644772603	0.004781017444	0.003820639771	0.3828121415	0.06396799108	66	1.819543936	4.189654742	48.14863721	20.34276277	85.541	45.14811
EBAY354 09022022	2	0.004125424059	0.006656300574	0.01133374554	0.008979773496	0.0153072632	0.00899170871	0.00838118402	0.006191371816	0.01262635027	0.4958126727	0.2605295072	88	1.944482672	4.477336814	172.0540758	49.66442917	223.142	106.54015
EPPA316 23022022	2	0.002471371817	0.004490644036	0.008226015033	0.007312071267	0.01358606516	0.007843538329	0.007304301738	0.005405777516	0.009183659657	0.4978688888	0.3002178646	93	1.968482949	4.532599493	176.0877371	57.40692255	224.470	106.00613
ERDB354 15032022	2	0.00750125944	0.01113228945	0.01638327332	0.01635077878	0.0170730568	0.00812343543	0.007309448247	0.00539503643	0.01863007557	0.3434359416	0.02160966897	97	1.986771734	4.574710979	30.89279736	15.9906621	36.692	29.247478
ERDB353 15032022	2	0.005932667692	0.008851082239	0.01369614748	0.01217964391	0.01540927132	0.007882641347	0.00721304579	0.005289715397	0.015487372	0.409973336	0.1170625007	130	2.113943352	4.86753445	65.3919719	26.78279497	126.678	70.82582
EBAY356 09022022	2	0.005907915447	0.009314999463	0.01660202925	0.01133053854	0.02425381073	0.01732233827	0.01635634048	0.01224598925	0.01828256178	0.5657664369	0.3631729243	170	2.230448921	5.135798437	378.4892778	70.94404925	266.479	258.0061
ERDB356 15032022	2	0.006345648803	0.01038266481	0.01928298567	0.01249163848	0.02550550369	0.01760507633	0.01658727498	0.01231028204	0.02137706565	0.5638404121	0.342495895	210	2.322219295	5.347107531	370.3621997	66.32802461	264.814	235.56879
EPPA320 19022020	2	0.01500437809	0.02024940939	0.02995748819	0.02320743646	0.03349189322	0.02598083078	0.02419620479	0.01930011682	0.0204905935	0.4643829065	0.1813858615	220	2.342422681	5.393627546	120.7346734	36.0524974	197.609	225.43555
X2 16062020_OP2	2	0.005669270494	0.008949340467	0.01725063513	0.01055572325	0.02688943901	0.02252481151	0.02044156674	0.015475215	0.0134259297	0.6140206832	0.4362036314	270	2.431363764	5.598421959	651.9794872	88.57759461	342.390	619.02576
ERDB354 01022022	2	0.005525758147	0.009066766813	0.01622001143	0.01092941462	0.02398455727	0.01775422621	0.01681617334	0.0125486358	0.01776363914	0.5725185519	0.3739231587	300	2.477121255	5.703782475	408.4151084	73.40962839	272.860	270.43335
EPPA323 22022022	2	0.001677854378	0.004017199179	0.008717089667	0.005325018503	0.01440292059	0.0125154004	0.01160095	0.008819209828	0.009430764639	0.6255923277	0.4601546084	350	2.544068044	5.857933154	742.7990374	94.81202947	377.280	358.43463
ERDB352 15032022	2	0.006247048204	0.009794382283	0.01702259062	0.0132477441	0.0200595335	0.01375999355	0.0127048174	0.009626933707	0.01907622479	0.4735633306	0.2045135446	470	2.672097858	6.152732695	133.8953783	39.77848052	206.220	133.31284
X1 16062020	2	0.005107561451	0.008346186497	0.0153738819	0.01030794347	0.02096556938	0.01984353805	0.01773406249	0.01420257074	0.01526820158	0.5580484815	0.3407876167	490	2.69019608	6.194405391	346.9589201	65.95409263	260.163	520.4516
EPPA322 22022022	2	0.003530017526	0.006882386335	0.01436339242	0.00834901346	0.02487602614	0.02390687916	0.02277393446	0.01734021622	0.01547591034	0.6491158416	0.4974264254	740	2.86923172	6.606650186	968.2937814	104.9573038	488.168	634.8648
EBAY346 16032022	2	0.004478884851	0.008976573239	0.0234541729	0.01216649502	0.03401218659	0.03326798297	0.03132599979	0.02418884031	0.02601015916	0.6505530296	0.4730687581	770	2.886490725	6.646390515	984.105044	98.26609486	497.372	517.6151
ERDB355 15032022	2	0.005795679351	0.01053881923	0.02267370336	0.0121940109	0.03128142513	0.02886910816	0.02742148128	0.02083843593	0.02488060445	0.6313176254	0.4390390524	900	2.954242509	6.802394763	792.3075505	89.30401965	398.548	399.56732
EBAY345 16032022	2	0.004574325985	0.009323631116	0.02629904302	0.01268934196	0.04075589813	0.0476464174	0.04591406476	0.03558204656	0.02912612299	0.6817491747	0.5251460397	2800	3.447158031	7.937374696	1398.720542	112.8525816	821.987	470.09818
EPPA326 22022022	2	0.005086377877	0.01022016999	0.02299609681	0.01081809088	0.04305686595	0.09347366608	0.09344163805	0.07749073965	0.02409283856	0.7185392845	0.5984000168	4600	3.662757832	8.433811582	2117.386314	135.1546148	1965.782	1485.2631
